Locality,Property_Type,Furnishing_Status,Area_SqFt,BHK_Size,Bathroom_Count,Balcony_Count,Property_Age,Region,Price_Lakhs
Vashi,Apartment,Unfurnished,1043,3,3,2,11,Navi Mumbai,155.83
Mira Road,Apartment,Unfurnished,675,2,2,1,18,Mira-Bhayandar,52.08
Malad West,Apartment,Semi-Furnished,517,2,2,1,22,Mumbai,99.55
Byculla,Apartment,Fully Furnished,1668,4,4,3,8,Mumbai,575.31
Kandivali West,Apartment,Unfurnished,613,2,2,0,10,Mumbai,109.1
Kopar Khairane,Apartment,Semi-Furnished,1755,4,4,2,6,MMR,187.55
Belapur,Apartment,Unfurnished,1302,3,3,0,4,MMR,156.47
Kharghar,Apartment,Unfurnished,1359,4,4,1,14,Navi Mumbai,118.18
Nala Sopara,Apartment,Unfurnished,591,2,2,1,7,Vasai-Virar,32.72
Vashi,Apartment,Semi-Furnished,352,1,1,3,6,Navi Mumbai,50.43
Kopar Khairane,Apartment,Unfurnished,834,3,3,1,14,MMR,82.07
Mazgaon,Apartment,Unfurnished,1081,3,3,1,9,MMR,279.35
Lokhandwala,Apartment,Unfurnished,1459,4,4,2,19,MMR,456.25
Naigaon,Apartment,Semi-Furnished,2646,5,5,2,6,Vasai-Virar,90.35
Parel,Apartment,Unfurnished,2223,5,5,2,8,Mumbai,745.33
Vashi,Apartment,Semi-Furnished,562,2,2,1,2,Navi Mumbai,88.91
Lower Parel,Apartment,Fully Furnished,603,2,2,1,3,Mumbai,324.02
Santacruz West,Apartment,Unfurnished,643,2,2,1,14,Mumbai,267.83
Andheri West,Apartment,Semi-Furnished,1515,4,4,1,13,Mumbai,555.87
Nerul,Apartment,Unfurnished,816,3,3,3,4,Navi Mumbai,79.89
Mira Road,Apartment,Semi-Furnished,871,3,3,1,5,Mira-Bhayandar,67.27
Nariman Point,Apartment,Semi-Furnished,1657,4,4,1,32,MMR,1053.07
Ulwe,Apartment,Unfurnished,593,2,2,1,9,Navi Mumbai,45.3
Mazgaon,Apartment,Unfurnished,473,1,1,2,22,MMR,186.23
Badlapur,Apartment,Unfurnished,534,1,1,1,12,Thane,23.2
Bkc (Bandra-Kurla),Apartment,Fully Furnished,866,3,3,0,21,MMR,704.52
Goregaon West,Apartment,Unfurnished,959,3,3,1,11,Mumbai,167.63
Matunga,Apartment,Unfurnished,893,3,3,2,8,MMR,283.31
Kharghar,Apartment,Unfurnished,437,1,1,1,5,Navi Mumbai,44.66
Kandivali West,Apartment,Unfurnished,838,3,3,2,10,Mumbai,148.34
Tardeo,Apartment,Fully Furnished,744,2,2,0,4,MMR,401.58
Thane East,Apartment,Fully Furnished,775,2,2,1,22,Thane,68.88
Naigaon,Apartment,Semi-Furnished,757,2,2,1,16,Vasai-Virar,25.58
Belapur,Apartment,Unfurnished,707,2,2,0,38,MMR,65.29
Andheri West,Apartment,Unfurnished,1366,4,4,2,26,Mumbai,398.0
Malabar Hill,Apartment,Unfurnished,1785,4,4,3,2,MMR,1651.34
Borivali East,Apartment,Unfurnished,650,2,2,3,9,Mumbai,88.76
Ulwe,Apartment,Unfurnished,484,2,2,3,3,Navi Mumbai,37.78
Panvel,Apartment,Fully Furnished,356,1,1,2,2,Navi Mumbai,29.43
Kanjurmarg,Apartment,Fully Furnished,937,3,3,2,11,MMR,156.95
Bandra East,Apartment,Fully Furnished,436,1,1,1,10,Mumbai,136.2
Lokhandwala,Apartment,Fully Furnished,666,2,2,3,4,MMR,239.21
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,2875,5,5,1,23,MMR,1875.95
Kalyan,Apartment,Fully Furnished,577,2,2,1,12,Thane,29.81
Parel,Apartment,Unfurnished,1302,3,3,2,20,Mumbai,670.93
Manpada,Apartment,Unfurnished,2866,5,5,0,11,MMR,285.21
Bhayandar,Apartment,Unfurnished,943,3,3,1,11,Mira-Bhayandar,95.05
Ghatkopar East,Apartment,Semi-Furnished,1018,3,3,3,8,Mumbai,133.74
Malabar Hill,Apartment,Semi-Furnished,427,1,1,0,9,MMR,379.86
Mazgaon,Apartment,Unfurnished,490,1,1,1,6,MMR,129.04
Ghatkopar West,Apartment,Unfurnished,457,1,1,3,12,Mumbai,73.16
Ghodbunder Road,Apartment,Semi-Furnished,736,2,2,1,11,MMR,69.14
Bhandup,Apartment,Fully Furnished,960,3,3,1,24,Mumbai,137.69
Versova,Apartment,Semi-Furnished,794,2,2,2,11,MMR,216.71
Airoli,Apartment,Unfurnished,995,3,3,1,37,Navi Mumbai,130.71
Mira Road,Apartment,Unfurnished,1139,3,3,1,5,Mira-Bhayandar,83.7
Andheri East,Apartment,Fully Furnished,911,3,3,1,4,Mumbai,248.45
Dadar East,Apartment,Fully Furnished,504,1,1,2,12,MMR,108.7
Kopar Khairane,Apartment,Semi-Furnished,903,2,2,2,16,MMR,73.15
Panvel,Apartment,Semi-Furnished,574,2,2,1,10,Navi Mumbai,48.41
Breach Candy,Apartment,Unfurnished,1471,4,4,2,22,MMR,1423.04
Vashi,Apartment,Unfurnished,324,1,1,0,32,Navi Mumbai,39.16
Powai,Apartment,Fully Furnished,1482,4,4,0,12,Mumbai,422.55
Airoli,Apartment,Semi-Furnished,724,2,2,1,2,Navi Mumbai,73.41
Santacruz West,Apartment,Semi-Furnished,2376,5,5,1,7,Mumbai,1157.2
Lower Parel,Apartment,Unfurnished,992,3,3,3,8,Mumbai,472.51
Mazgaon,Apartment,Unfurnished,349,1,1,1,37,MMR,73.86
Belapur,Apartment,Semi-Furnished,589,2,2,1,24,MMR,65.12
Thane East,Apartment,Unfurnished,609,2,2,0,32,Thane,44.78
Colaba,Apartment,Unfurnished,541,2,2,2,2,MMR,328.55
Goregaon East,Apartment,Semi-Furnished,571,2,2,1,9,Mumbai,91.18
Naigaon,Apartment,Semi-Furnished,677,2,2,1,5,Vasai-Virar,33.48
Bhandup,Apartment,Fully Furnished,1399,4,4,0,6,Mumbai,163.05
Mumbra,Apartment,Unfurnished,720,2,2,3,32,Thane,34.34
Khar West,Apartment,Fully Furnished,598,2,2,2,6,MMR,388.67
Ghodbunder Road,Apartment,Semi-Furnished,431,1,1,1,12,MMR,35.46
Virar,Apartment,Semi-Furnished,721,2,2,2,39,Vasai-Virar,29.76
Santacruz West,Apartment,Unfurnished,1438,4,4,2,11,Mumbai,526.51
Chembur,Apartment,Semi-Furnished,815,3,3,2,31,Mumbai,191.79
Wadala,Apartment,Fully Furnished,2416,5,5,3,2,Mumbai,927.18
Pedder Road,Apartment,Unfurnished,1808,4,4,1,2,MMR,1102.51
Mahalaxmi,Apartment,Semi-Furnished,610,2,2,1,16,MMR,395.4
Nerul,Apartment,Fully Furnished,699,2,2,1,5,Navi Mumbai,98.24
Mahalaxmi,Apartment,Semi-Furnished,1205,3,3,2,4,MMR,547.32
Wadala,Apartment,Unfurnished,576,2,2,2,4,Mumbai,154.29
Worli,Apartment,Unfurnished,839,3,3,2,6,Mumbai,499.45
Airoli,Apartment,Fully Furnished,754,3,3,1,5,Navi Mumbai,96.57
Mahalaxmi,Apartment,Fully Furnished,2035,5,5,1,21,MMR,1144.06
Goregaon West,Apartment,Unfurnished,538,1,1,1,16,Mumbai,105.96
Walkeshwar,Apartment,Semi-Furnished,970,3,3,1,13,MMR,548.55
Walkeshwar,Apartment,Unfurnished,1041,3,3,1,12,MMR,699.2
Ulwe,Apartment,Semi-Furnished,907,3,3,3,10,Navi Mumbai,62.06
Powai,Apartment,Unfurnished,1023,3,3,1,13,Mumbai,274.63
Ghatkopar West,Apartment,Semi-Furnished,2731,5,5,2,2,Mumbai,617.07
Dadar East,Apartment,Fully Furnished,618,2,2,0,17,MMR,229.65
Powai,Apartment,Unfurnished,500,1,1,2,4,Mumbai,143.68
Bandra West,Apartment,Fully Furnished,614,2,2,2,5,Mumbai,368.03
Oshiwara,Apartment,Unfurnished,732,2,2,2,12,MMR,151.88
Dahisar,Apartment,Fully Furnished,762,2,2,2,20,Mumbai,93.64
Colaba,Apartment,Semi-Furnished,649,2,2,2,36,MMR,372.55
Santacruz East,Apartment,Fully Furnished,626,2,2,1,14,Mumbai,203.16
Vile Parle East,Apartment,Unfurnished,586,2,2,1,18,Mumbai,185.95
Mira Road,Apartment,Unfurnished,305,1,1,2,5,Mira-Bhayandar,27.63
Andheri East,Apartment,Unfurnished,797,2,2,1,31,Mumbai,204.26
Khar West,Apartment,Unfurnished,1103,3,3,2,13,MMR,426.92
Nariman Point,Apartment,Semi-Furnished,468,1,1,1,8,MMR,306.04
Andheri East,Apartment,Unfurnished,326,1,1,3,11,Mumbai,71.56
Breach Candy,Apartment,Unfurnished,1833,4,4,1,3,MMR,1456.11
Bandra West,Apartment,Unfurnished,772,3,3,1,23,Mumbai,474.95
Seawoods,Apartment,Semi-Furnished,743,2,2,2,23,Navi Mumbai,99.61
Mira Road,Apartment,Unfurnished,423,1,1,1,9,Mira-Bhayandar,38.47
Lokhandwala,Apartment,Semi-Furnished,1169,3,3,2,9,MMR,355.09
Borivali West,Apartment,Unfurnished,421,1,1,0,21,Mumbai,41.67
Matunga,Apartment,Fully Furnished,1097,3,3,1,17,MMR,423.86
Ambernath,Apartment,Semi-Furnished,492,1,1,1,21,Thane,21.3
Parel,Apartment,Semi-Furnished,962,3,3,2,3,Mumbai,442.57
Borivali East,Apartment,Unfurnished,1182,3,3,2,19,Mumbai,173.21
Nariman Point,Apartment,Unfurnished,1377,4,4,0,34,MMR,823.08
Kalwa,Apartment,Semi-Furnished,1526,4,4,2,13,Thane,106.18
Sanpada,Apartment,Semi-Furnished,427,2,2,1,6,Navi Mumbai,41.03
Panvel,Apartment,Fully Furnished,1079,3,3,2,6,Navi Mumbai,69.19
Dadar West,Apartment,Unfurnished,928,3,3,2,37,MMR,321.18
Ambernath,Apartment,Unfurnished,669,2,2,1,4,Thane,23.85
Kopar Khairane,Apartment,Semi-Furnished,413,1,1,2,39,MMR,30.33
Parel,Apartment,Unfurnished,2209,5,5,1,14,Mumbai,1131.66
Chembur,Apartment,Semi-Furnished,574,2,2,3,21,Mumbai,118.73
Mazgaon,Apartment,Semi-Furnished,684,2,2,2,20,MMR,252.58
Taloja,Apartment,Fully Furnished,1011,3,3,3,28,Navi Mumbai,57.82
Kandivali West,Apartment,Unfurnished,871,3,3,0,7,Mumbai,114.27
Manpada,Apartment,Unfurnished,885,3,3,3,10,MMR,68.45
Santacruz West,Apartment,Unfurnished,615,2,2,2,5,Mumbai,309.27
Oshiwara,Apartment,Unfurnished,663,2,2,1,21,MMR,164.22
Juhu,Apartment,Semi-Furnished,825,2,2,2,5,Mumbai,575.93
Breach Candy,Apartment,Unfurnished,1347,4,4,1,5,MMR,1018.63
Vile Parle East,Apartment,Semi-Furnished,480,1,1,1,4,Mumbai,136.4
Virar,Apartment,Unfurnished,1537,4,4,0,2,Vasai-Virar,75.55
Powai,Apartment,Fully Furnished,583,2,2,2,6,Mumbai,159.87
Santacruz West,Apartment,Semi-Furnished,619,2,2,1,2,Mumbai,316.95
Kalyan,Apartment,Unfurnished,573,2,2,1,20,Thane,25.79
Lokhandwala,Apartment,Semi-Furnished,390,1,1,1,7,MMR,117.81
Kurla East,Apartment,Unfurnished,505,1,1,1,11,MMR,99.81
Versova,Apartment,Fully Furnished,615,2,2,0,39,MMR,206.88
Mulund West,Apartment,Unfurnished,868,3,3,2,9,Mumbai,141.53
Prabhadevi,Apartment,Semi-Furnished,545,2,2,0,24,Mumbai,305.5
Dahisar,Apartment,Semi-Furnished,490,1,1,1,9,Mumbai,51.42
Colaba,Apartment,Unfurnished,2703,5,5,3,20,MMR,1201.27
Andheri West,Apartment,Semi-Furnished,608,2,2,0,32,Mumbai,134.2
Chembur,Apartment,Semi-Furnished,751,2,2,2,20,Mumbai,145.82
Kharghar,Apartment,Unfurnished,345,1,1,1,20,Navi Mumbai,46.58
Taloja,Apartment,Semi-Furnished,3250,5,5,2,3,Navi Mumbai,107.5
Sion,Apartment,Semi-Furnished,1180,3,3,1,9,Mumbai,445.68
Virar,Apartment,Semi-Furnished,443,1,1,3,7,Vasai-Virar,24.87
Dadar East,Apartment,Semi-Furnished,1374,4,4,2,8,MMR,499.03
Marine Drive,Apartment,Fully Furnished,1524,4,4,2,13,MMR,983.91
Mahalaxmi,Apartment,Fully Furnished,672,2,2,2,19,MMR,359.14
Borivali West,Apartment,Unfurnished,931,3,3,1,6,Mumbai,104.86
Borivali East,Apartment,Semi-Furnished,660,2,2,2,6,Mumbai,62.34
Bandra West,Apartment,Unfurnished,2796,5,5,1,2,Mumbai,1591.41
Malabar Hill,Apartment,Fully Furnished,2765,5,5,1,6,MMR,2248.98
Malabar Hill,Apartment,Fully Furnished,886,3,3,1,33,MMR,698.08
Marine Drive,Apartment,Fully Furnished,670,2,2,2,5,MMR,505.02
Vikhroli,Apartment,Fully Furnished,916,2,2,2,3,Mumbai,197.19
Ghansoli,Apartment,Fully Furnished,477,2,2,1,30,Navi Mumbai,41.69
Kurla East,Apartment,Unfurnished,746,2,2,2,13,MMR,107.2
Vile Parle West,Apartment,Semi-Furnished,327,1,1,1,21,Mumbai,93.3
Thane East,Apartment,Semi-Furnished,591,2,2,0,16,Thane,52.31
Oshiwara,Apartment,Unfurnished,470,1,1,1,3,MMR,115.57
Colaba,Apartment,Fully Furnished,762,3,3,2,14,MMR,427.06
Lower Parel,Apartment,Unfurnished,1560,5,5,1,15,Mumbai,852.49
Thane East,Apartment,Fully Furnished,492,1,1,1,5,Thane,48.44
Thane West,Apartment,Semi-Furnished,840,2,2,1,2,Thane,100.25
Worli,Apartment,Unfurnished,1706,4,4,2,3,Mumbai,1292.76
Breach Candy,Apartment,Unfurnished,1532,4,4,1,17,MMR,1152.05
Kopar Khairane,Apartment,Unfurnished,661,2,2,1,16,MMR,62.62
Nariman Point,Apartment,Semi-Furnished,613,2,2,0,27,MMR,344.6
Santacruz East,Apartment,Unfurnished,2799,5,5,1,15,Mumbai,611.83
Colaba,Apartment,Semi-Furnished,483,1,1,2,33,MMR,229.64
Oshiwara,Apartment,Fully Furnished,654,2,2,2,9,MMR,260.95
Nala Sopara,Apartment,Semi-Furnished,682,3,3,1,14,Vasai-Virar,24.19
Thane West,Apartment,Semi-Furnished,489,1,1,2,7,Thane,54.17
Walkeshwar,Apartment,Semi-Furnished,878,3,3,1,22,MMR,496.41
Walkeshwar,Apartment,Unfurnished,1233,4,4,3,7,MMR,652.27
Bkc (Bandra-Kurla),Apartment,Unfurnished,1560,4,4,2,13,MMR,1105.2
Airoli,Apartment,Unfurnished,378,1,1,0,10,Navi Mumbai,36.24
Cuffe Parade,Apartment,Unfurnished,976,3,3,1,25,MMR,588.85
Andheri East,Apartment,Semi-Furnished,715,3,3,0,34,Mumbai,139.76
Lokhandwala,Apartment,Fully Furnished,485,1,1,2,3,MMR,148.59
Malabar Hill,Apartment,Semi-Furnished,1419,4,4,3,11,MMR,803.87
Ambernath,Apartment,Fully Furnished,598,2,2,2,13,Thane,31.18
Goregaon East,Apartment,Semi-Furnished,343,1,1,1,10,Mumbai,67.84
Badlapur,Apartment,Semi-Furnished,1302,4,4,1,37,Thane,44.14
Sanpada,Apartment,Unfurnished,900,3,3,1,8,Navi Mumbai,95.11
Marine Drive,Apartment,Semi-Furnished,922,3,3,1,22,MMR,862.87
Dadar East,Apartment,Semi-Furnished,626,2,2,0,36,MMR,157.96
Virar,Apartment,Fully Furnished,997,3,3,1,28,Vasai-Virar,46.46
Kharghar,Apartment,Unfurnished,724,2,2,2,40,Navi Mumbai,56.46
Wadala,Apartment,Semi-Furnished,615,2,2,1,7,Mumbai,180.2
Byculla,Apartment,Fully Furnished,613,2,2,1,17,Mumbai,180.85
Malad West,Apartment,Fully Furnished,351,1,1,1,37,Mumbai,55.8
Vasai,Apartment,Semi-Furnished,774,2,2,1,7,Vasai-Virar,34.96
Panvel,Apartment,Semi-Furnished,848,3,3,1,6,Navi Mumbai,65.4
Bandra West,Apartment,Fully Furnished,983,3,3,1,21,Mumbai,574.31
Andheri East,Apartment,Unfurnished,804,2,2,0,15,Mumbai,164.27
Mahalaxmi,Apartment,Unfurnished,1030,3,3,1,2,MMR,609.15
Pedder Road,Apartment,Fully Furnished,606,2,2,1,22,MMR,347.77
Goregaon East,Apartment,Unfurnished,398,1,1,1,2,Mumbai,67.3
Parel,Apartment,Unfurnished,586,2,2,2,8,Mumbai,244.57
Powai,Apartment,Semi-Furnished,1329,4,4,1,13,Mumbai,373.72
Bhayandar,Apartment,Fully Furnished,764,3,3,1,11,Mira-Bhayandar,53.31
Borivali West,Apartment,Semi-Furnished,419,1,1,1,14,Mumbai,58.15
Kopar Khairane,Apartment,Semi-Furnished,440,1,1,1,22,MMR,46.73
Kharghar,Apartment,Unfurnished,1789,4,4,1,3,Navi Mumbai,171.95
Ulwe,Apartment,Fully Furnished,878,3,3,2,9,Navi Mumbai,70.29
Sion,Apartment,Semi-Furnished,636,2,2,0,37,Mumbai,188.14
Nerul,Apartment,Fully Furnished,615,2,2,1,2,Navi Mumbai,74.1
Borivali East,Apartment,Semi-Furnished,452,1,1,1,2,Mumbai,55.37
Ambernath,Apartment,Semi-Furnished,1417,4,4,2,4,Thane,61.87
Dombivli,Apartment,Fully Furnished,877,3,3,1,35,Thane,64.52
Mahalaxmi,Apartment,Semi-Furnished,1076,3,3,2,15,MMR,559.67
Sewri,Apartment,Semi-Furnished,488,2,2,2,34,MMR,143.52
Vasai,Apartment,Unfurnished,431,2,2,1,8,Vasai-Virar,22.52
Panvel,Apartment,Unfurnished,629,2,2,1,28,Navi Mumbai,39.53
Ulwe,Apartment,Fully Furnished,1449,4,4,2,17,Navi Mumbai,99.88
Kandivali West,Apartment,Unfurnished,679,2,2,2,7,Mumbai,64.03
Airoli,Apartment,Unfurnished,555,2,2,1,9,Navi Mumbai,56.93
Dadar West,Apartment,Semi-Furnished,875,3,3,0,5,MMR,356.56
Walkeshwar,Apartment,Semi-Furnished,2510,5,5,3,10,MMR,1651.98
Ghodbunder Road,Apartment,Unfurnished,617,2,2,0,2,MMR,53.56
Versova,Apartment,Fully Furnished,557,2,2,1,8,MMR,176.21
Malad West,Apartment,Unfurnished,941,3,3,2,11,Mumbai,153.7
Andheri West,Apartment,Unfurnished,414,1,1,0,12,Mumbai,116.43
Nerul,Apartment,Fully Furnished,662,2,2,0,7,Navi Mumbai,108.16
Khar West,Apartment,Semi-Furnished,364,1,1,2,4,MMR,208.41
Chembur,Apartment,Unfurnished,423,1,1,1,32,Mumbai,65.66
Ambernath,Apartment,Unfurnished,727,2,2,2,7,Thane,28.04
Khar West,Apartment,Unfurnished,935,2,2,1,21,MMR,363.05
Matunga,Apartment,Fully Furnished,735,2,2,2,7,MMR,225.75
Mulund West,Apartment,Unfurnished,1197,3,3,2,7,Mumbai,170.89
Malad East,Apartment,Unfurnished,438,1,1,1,18,Mumbai,59.45
Dombivli,Apartment,Unfurnished,1003,3,3,0,4,Thane,35.88
Powai,Apartment,Unfurnished,499,1,1,2,5,Mumbai,171.64
Cuffe Parade,Apartment,Unfurnished,856,3,3,2,21,MMR,581.14
Byculla,Apartment,Unfurnished,724,2,2,1,4,Mumbai,244.79
Vile Parle East,Apartment,Semi-Furnished,756,2,2,0,5,Mumbai,222.23
Khar West,Apartment,Unfurnished,979,3,3,1,5,MMR,574.42
Versova,Apartment,Unfurnished,1060,3,3,2,39,MMR,273.91
Cuffe Parade,Apartment,Fully Furnished,790,3,3,2,37,MMR,616.75
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,928,3,3,0,5,MMR,451.34
Dombivli,Apartment,Unfurnished,1050,3,3,0,14,Thane,41.11
Kurla West,Apartment,Semi-Furnished,524,2,2,1,23,MMR,123.42
Bhayandar,Apartment,Semi-Furnished,750,3,3,1,7,Mira-Bhayandar,66.6
Malabar Hill,Apartment,Semi-Furnished,1365,4,4,0,10,MMR,1158.0
Seawoods,Apartment,Semi-Furnished,1363,4,4,1,38,Navi Mumbai,110.83
Manpada,Apartment,Unfurnished,399,1,1,3,2,MMR,32.82
Kurla West,Apartment,Fully Furnished,856,2,2,1,4,MMR,188.43
Ulwe,Apartment,Unfurnished,1044,3,3,1,2,Navi Mumbai,55.1
Byculla,Apartment,Unfurnished,478,1,1,3,27,Mumbai,133.91
Borivali West,Apartment,Fully Furnished,746,2,2,2,20,Mumbai,111.42
Breach Candy,Apartment,Unfurnished,1461,4,4,2,9,MMR,814.34
Taloja,Apartment,Fully Furnished,1342,4,4,2,6,Navi Mumbai,77.98
Borivali East,Apartment,Semi-Furnished,509,2,2,2,10,Mumbai,39.5
Parel,Apartment,Semi-Furnished,1507,4,4,2,37,Mumbai,590.88
Bhayandar,Apartment,Unfurnished,679,2,2,1,10,Mira-Bhayandar,56.58
Seawoods,Apartment,Unfurnished,546,1,1,2,4,Navi Mumbai,63.14
Worli,Apartment,Unfurnished,1640,4,4,2,12,Mumbai,1155.02
Sewri,Apartment,Semi-Furnished,1022,3,3,1,9,MMR,323.51
Kalyan,Apartment,Semi-Furnished,428,1,1,1,2,Thane,27.66
Mumbra,Apartment,Unfurnished,489,1,1,2,28,Thane,26.44
Dadar West,Apartment,Unfurnished,1228,4,4,1,6,MMR,474.5
Sanpada,Apartment,Unfurnished,1139,3,3,1,39,Navi Mumbai,105.88
Bhandup,Apartment,Fully Furnished,756,2,2,1,7,Mumbai,152.16
Taloja,Apartment,Semi-Furnished,964,3,3,2,39,Navi Mumbai,51.77
Kalyan,Apartment,Semi-Furnished,732,2,2,1,9,Thane,41.3
Manpada,Apartment,Semi-Furnished,771,2,2,1,22,MMR,73.54
Colaba,Apartment,Unfurnished,477,1,1,2,4,MMR,235.37
Mulund West,Apartment,Unfurnished,690,2,2,3,12,Mumbai,77.74
Borivali West,Apartment,Unfurnished,421,1,1,2,16,Mumbai,60.23
Ghatkopar East,Apartment,Unfurnished,444,2,2,0,10,Mumbai,65.19
Mumbra,Apartment,Unfurnished,644,2,2,2,23,Thane,34.75
Dadar West,Apartment,Semi-Furnished,457,1,1,1,14,MMR,155.1
Ulwe,Apartment,Unfurnished,922,4,4,1,12,Navi Mumbai,34.77
Thane East,Apartment,Unfurnished,630,2,2,1,17,Thane,54.09
Airoli,Apartment,Semi-Furnished,383,1,1,2,3,Navi Mumbai,23.71
Ulwe,Apartment,Fully Furnished,1200,4,4,1,7,Navi Mumbai,114.16
Santacruz West,Apartment,Unfurnished,819,3,3,1,7,Mumbai,367.88
Sanpada,Apartment,Unfurnished,607,2,2,1,8,Navi Mumbai,73.83
Badlapur,Apartment,Unfurnished,679,2,2,1,15,Thane,23.78
Pedder Road,Apartment,Semi-Furnished,861,3,3,2,18,MMR,586.51
Khar West,Apartment,Unfurnished,1147,3,3,3,5,MMR,484.03
Andheri West,Apartment,Semi-Furnished,923,3,3,0,12,Mumbai,285.32
Matunga,Apartment,Unfurnished,497,1,1,3,5,MMR,183.72
Malad East,Apartment,Unfurnished,683,2,2,1,9,Mumbai,92.12
Naigaon,Apartment,Unfurnished,922,3,3,1,7,Vasai-Virar,37.59
Parel,Apartment,Unfurnished,628,2,2,2,9,Mumbai,286.41
Virar,Apartment,Unfurnished,973,3,3,0,7,Vasai-Virar,43.44
Thane East,Apartment,Unfurnished,739,2,2,0,9,Thane,57.38
Goregaon West,Apartment,Semi-Furnished,625,2,2,1,6,Mumbai,146.7
Seawoods,Apartment,Semi-Furnished,564,2,2,1,14,Navi Mumbai,93.59
Malad West,Apartment,Fully Furnished,1108,3,3,1,33,Mumbai,204.56
Kandivali East,Apartment,Unfurnished,1786,4,4,1,7,Mumbai,233.36
Juhu,Apartment,Unfurnished,1816,4,4,0,24,Mumbai,1013.24
Bandra West,Apartment,Fully Furnished,1196,4,4,1,2,Mumbai,797.44
Malabar Hill,Apartment,Fully Furnished,1083,3,3,2,19,MMR,815.49
Borivali East,Apartment,Unfurnished,582,2,2,1,3,Mumbai,60.62
Kandivali East,Apartment,Semi-Furnished,631,2,2,1,19,Mumbai,95.7
Nerul,Apartment,Unfurnished,717,3,3,1,6,Navi Mumbai,78.43
Nala Sopara,Apartment,Fully Furnished,702,2,2,2,8,Vasai-Virar,43.1
Mulund East,Apartment,Unfurnished,874,3,3,3,7,Mumbai,94.75
Andheri West,Apartment,Semi-Furnished,697,2,2,1,14,Mumbai,260.04
Sanpada,Apartment,Unfurnished,446,1,1,2,2,Navi Mumbai,64.73
Seawoods,Apartment,Unfurnished,798,3,3,1,6,Navi Mumbai,120.92
Mulund West,Apartment,Semi-Furnished,588,2,2,1,10,Mumbai,80.81
Walkeshwar,Apartment,Unfurnished,1019,3,3,2,15,MMR,632.51
Kandivali East,Apartment,Semi-Furnished,428,1,1,1,10,Mumbai,56.73
Nariman Point,Apartment,Unfurnished,573,2,2,3,19,MMR,354.67
Ghatkopar East,Apartment,Unfurnished,2227,5,5,2,2,Mumbai,443.77
Mulund East,Apartment,Semi-Furnished,1052,3,3,1,5,Mumbai,162.75
Juhu,Apartment,Unfurnished,925,3,3,3,3,Mumbai,504.98
Ghansoli,Apartment,Unfurnished,2630,5,5,2,36,Navi Mumbai,211.37
Kandivali East,Apartment,Unfurnished,558,2,2,0,8,Mumbai,43.01
Mira Road,Apartment,Unfurnished,818,2,2,1,3,Mira-Bhayandar,60.63
Bandra West,Apartment,Unfurnished,1605,4,4,1,8,Mumbai,820.52
Malad West,Apartment,Unfurnished,690,2,2,1,40,Mumbai,133.31
Bhayandar,Apartment,Unfurnished,600,2,2,3,3,Mira-Bhayandar,40.8
Parel,Apartment,Fully Furnished,774,2,2,1,3,Mumbai,311.15
Mira Road,Apartment,Unfurnished,541,2,2,2,9,Mira-Bhayandar,31.17
Kharghar,Apartment,Unfurnished,555,2,2,1,21,Navi Mumbai,49.76
Sewri,Apartment,Semi-Furnished,977,3,3,1,11,MMR,269.69
Malabar Hill,Apartment,Unfurnished,905,3,3,2,34,MMR,745.68
Dadar East,Apartment,Fully Furnished,3454,5,5,1,8,MMR,1125.73
Matunga,Apartment,Fully Furnished,985,3,3,1,14,MMR,403.45
Kalyan,Apartment,Unfurnished,660,2,2,0,17,Thane,36.01
Borivali West,Apartment,Unfurnished,713,2,2,3,29,Mumbai,81.57
Wadala,Apartment,Unfurnished,412,1,1,2,23,Mumbai,142.45
Mahalaxmi,Apartment,Semi-Furnished,676,2,2,1,12,MMR,377.52
Vasai,Apartment,Unfurnished,726,2,2,1,40,Vasai-Virar,24.9
Bhayandar,Apartment,Unfurnished,699,2,2,1,9,Mira-Bhayandar,57.49
Santacruz East,Apartment,Unfurnished,793,2,2,2,17,Mumbai,195.9
Mira Road,Apartment,Unfurnished,1725,4,4,2,29,Mira-Bhayandar,149.64
Dadar West,Apartment,Unfurnished,907,3,3,3,16,MMR,401.88
Pedder Road,Apartment,Semi-Furnished,1420,4,4,1,17,MMR,874.23
Kanjurmarg,Apartment,Semi-Furnished,1056,3,3,1,19,MMR,187.87
Dahisar,Apartment,Semi-Furnished,504,2,2,1,18,Mumbai,65.44
Malad East,Apartment,Unfurnished,425,1,1,1,6,Mumbai,41.51
Virar,Apartment,Semi-Furnished,784,2,2,3,30,Vasai-Virar,37.39
Oshiwara,Apartment,Semi-Furnished,1411,4,4,1,9,MMR,365.3
Ghatkopar East,Apartment,Fully Furnished,583,2,2,1,10,Mumbai,100.95
Vashi,Apartment,Unfurnished,1011,3,3,2,2,Navi Mumbai,163.03
Thane West,Apartment,Unfurnished,408,1,1,2,2,Thane,47.93
Mahalaxmi,Apartment,Unfurnished,817,2,2,2,8,MMR,475.71
Parel,Apartment,Fully Furnished,915,3,3,2,8,Mumbai,342.28
Mahalaxmi,Apartment,Unfurnished,1330,4,4,1,5,MMR,695.67
Santacruz East,Apartment,Semi-Furnished,1042,3,3,2,16,Mumbai,266.05
